id,label,family,title,source,cccs_type,status,statement,parameter_values,gc_discussion,profile_note
si-7.1,SI-7(1),SI,Integrity checks,NIST SP 800-53 Rev. 5.2.0,control,,"Perform an integrity check of [Assignment: organization-defined software, firmware, and information] [Selection (1 or more): at start-up; at [Assignment: organization-defined transitional states or security-relevant events]; [Assignment: organization-defined frequency]].",,,
si-7.2,SI-7(2),SI,Automated notifications of integrity violations,NIST SP 800-53 Rev. 5.2.0,control,,Employ automated tools that notify [Assignment: organization-defined personnel or roles] upon discovering discrepancies during integrity verification.,,,
si-7.3,SI-7(3),SI,Centrally managed integrity tools,NIST SP 800-53 Rev. 5.2.0,control,,Employ centrally managed integrity verification tools.,,,
si-7.4,SI-7(4),SI,Tamper-evident Packaging,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
si-7.5,SI-7(5),SI,Automated response to integrity violations,NIST SP 800-53 Rev. 5.2.0,control,,Automatically [Selection (1 or more): shut the system down; restart the system; implement [Assignment: organization-defined controls]] when integrity violations are discovered.,,,
si-7.6,SI-7(6),SI,Cryptographic protection,NIST SP 800-53 Rev. 5.2.0,control,,"Implement cryptographic mechanisms to detect unauthorized changes to software, firmware, and information.",,,
si-7.7,SI-7(7),SI,Integration of detection and response,NIST SP 800-53 Rev. 5.2.0,control,,Incorporate the detection of the following unauthorized changes into the organizational incident response capability: [Assignment: organization-defined security-relevant changes to the system].,,,
si-7.8,SI-7(8),SI,Auditing capability for significant events,NIST SP 800-53 Rev. 5.2.0,control,,"Upon detection of a potential integrity violation, provide the capability to audit the event and initiate the following actions: [Selection (1 or more): generate an audit record; alert current user; alert [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined other actions]].",,,
si-7.9,SI-7(9),SI,Verify boot process,NIST SP 800-53 Rev. 5.2.0,control,,Verify the integrity of the boot process of the following system components: [Assignment: organization-defined system components].,,,
si-7.10,SI-7(10),SI,Protection of boot firmware,NIST SP 800-53 Rev. 5.2.0,control,,Implement the following mechanisms to protect the integrity of boot firmware in [Assignment: organization-defined system components]: [Assignment: organization-defined mechanisms].,,,
si-7.11,SI-7(11),SI,Confined Environments with Limited Privileges,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
si-7.12,SI-7(12),SI,Integrity verification,NIST SP 800-53 Rev. 5.2.0,control,,Require that the integrity of the following software be verified prior to execution: [Assignment: organization-defined software].,,,
si-7.13,SI-7(13),SI,Code Execution in Protected Environments,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
si-7.14,SI-7(14),SI,Binary or Machine Executable Code,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
si-7.15,SI-7(15),SI,Code authentication,NIST SP 800-53 Rev. 5.2.0,control,,Implement cryptographic mechanisms to authenticate the following software or firmware components prior to installation: [Assignment: organization-defined software or firmware components].,,,
si-7.16,SI-7(16),SI,Time limit on process execution without supervision,NIST SP 800-53 Rev. 5.2.0,control,,Prohibit processes from executing without supervision for more than [Assignment: organization-defined time period].,,,
si-7.17,SI-7(17),SI,Runtime application self-protection,NIST SP 800-53 Rev. 5.2.0,control,,Implement [Assignment: organization-defined controls] for application self-protection at runtime.,,,
si-8,SI-8,SI,Spam protection,NIST SP 800-53 Rev. 5.2.0,control,,"A. Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages
B. Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures",,,
si-8.1,SI-8(1),SI,Central Management,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
si-8.2,SI-8(2),SI,Automatic updates,NIST SP 800-53 Rev. 5.2.0,control,,Automatically update spam protection mechanisms [Assignment: organization-defined frequency].,,,
si-8.3,SI-8(3),SI,Continuous learning capability,NIST SP 800-53 Rev. 5.2.0,control,,Implement spam protection mechanisms with a learning capability to identify legitimate communications traffic more effectively.,,,
si-9,SI-9,SI,Information Input Restrictions,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
si-10,SI-10,SI,Information input validation,NIST SP 800-53 Rev. 5.2.0,control,,Check the validity of the following information inputs: [Assignment: organization-defined information inputs to the system].,,,
si-10.1,SI-10(1),SI,Manual override capability,NIST SP 800-53 Rev. 5.2.0,control,,"a. Provide a manual override capability for input validation of the following information inputs: [Assignment: organization-defined inputs defined in the base control (SI-10)]
b. Restrict the use of the manual override capability to only [Assignment: organization-defined authorized individuals]
c. Audit the use of the manual override capability",,,
si-10.2,SI-10(2),SI,Review and resolution of errors,NIST SP 800-53 Rev. 5.2.0,control,,Review and resolve input validation errors within [Assignment: organization-defined time period].,,,
si-10.3,SI-10(3),SI,Predictable behaviour,NIST SP 800-53 Rev. 5.2.0,control,,Verify that the system behaves in a predictable and documented manner when invalid inputs are received.,,,
si-10.4,SI-10(4),SI,Timing interactions,NIST SP 800-53 Rev. 5.2.0,control,,Account for timing interactions among system components in determining appropriate responses for invalid inputs.,,,
si-10.5,SI-10(5),SI,Restrict inputs to trusted sources and approved formats,NIST SP 800-53 Rev. 5.2.0,control,,Restrict the use of information inputs to [Assignment: organization-defined trusted sources] and/or [Assignment: organization-defined formats].,,,
si-10.6,SI-10(6),SI,Injection prevention,NIST SP 800-53 Rev. 5.2.0,control,,Prevent untrusted data injections.,,,
si-11,SI-11,SI,Error handling,NIST SP 800-53 Rev. 5.2.0,control,,"A. Generate error messages that provide information necessary for corrective actions without revealing information that could be exploited
B. Reveal error messages only to [Assignment: organization-defined personnel or roles]",,,
si-12,SI-12,SI,Information management and retention,NIST SP 800-53 Rev. 5.2.0,control,,"Manage and retain information within the system and information output from the system in accordance with applicable laws, Orders in Council, directives, regulations, policies, standards, guidelines, and operational requirements.",,,
si-12.1,SI-12(1),SI,Limit personal information elements,NIST SP 800-53 Rev. 5.2.0,control,,Limit personal information being processed in the information lifecycle to the following elements of personal information: [Assignment: organization-defined elements of personal information].,,"The Privacy Regulations stipulate that personal information, if used to make administrative decisions, must be retained for 2 years past the last administrative action, to enable the individual to request access to their personal information. If personal information is aggregated and it is determined that the individual cannot be re-identified using the aggregate data, this information can be held for as long as necessary.",
si-12.2,SI-12(2),SI,"Minimize personal information in testing, training, and research",NIST SP 800-53 Rev. 5.2.0,control,,"Use the following techniques to minimize the use of personal information for research, testing, or training: [Assignment: organization-defined techniques].",,"If personal information is to be used for research, testing or training, individuals should be provided prior notice about this use, and the associated (if applicable) PIB should reflect this use of the personal information. If the use of the personal information for these purposes is not considered to be a use consistent with the purpose of collection, consent to use the personal information may be required.",
